hadoop.http.filter.initializers	SKIP	SKIP
hadoop.security.group.mapping	SKIP	SKIP
hadoop.security.dns.log-slow-lookups.threshold.ms	500	2000
hadoop.security.groups.cache.secs	150	600
hadoop.security.groups.cache.warn.after.ms	2500	10000
hadoop.security.groups.cache.background.reload.threads	1	6
hadoop.security.group.mapping.ldap.connection.timeout.ms	30000	120000
hadoop.security.group.mapping.ldap.search.filter.user	xdsuper	samsuper
hadoop.security.group.mapping.ldap.search.filter.group	xdgroup	samgroup
hadoop.security.group.mapping.ldap.search.attr.member	SKIP	SKIP
hadoop.security.group.mapping.ldap.search.attr.group.name	SKIP	SKIP
hadoop.security.group.mapping.ldap.posix.attr.gid.name	SKIP	SKIP
hadoop.security.group.mapping.ldap.directory.search.timeout	5000	20000
hadoop.security.uid.cache.secs	7200	28800
hadoop.rpc.protection	integrity	privacy
hadoop.security.saslproperties.resolver.class	SKIP	SKIP
hadoop.security.sensitive-config-keys	SKIP	SKIP
hadoop.kerberos.kinit.command	SKIP	SKIP
hadoop.kerberos.min.seconds.before.relogin	30	120
io.file.buffer.size	2048	8192
io.bytes.per.checksum	256	1024
io.serializations	org.apache.hadoop.io.serializer.WritableSerialization	 org.apache.hadoop.io.serializer.avro.AvroSpecificSerialization
io.seqfile.local.dir	/valid/file1	/valid/file2
io.map.index.interval	64	256
fs.defaultFS	SKIP	SKIP
fs.trash.interval	1	-1
fs.trash.checkpoint.interval	1	-1
fs.AbstractFileSystem.file.impl	SKIP	SKIP
fs.AbstractFileSystem.har.impl	SKIP	SKIP
fs.AbstractFileSystem.viewfs.impl	SKIP	SKIP
fs.viewfs.rename.strategy	SAME_TARGET_URI_ACROSS_MOUNTPOINT	SAME_FILESYSTEM_ACROSS_MOUNTPOINT
fs.ftp.host	127.0.0.1	SKIP
fs.df.interval	30000	120000
fs.s3a.impl	SKIP	SKIP
io.seqfile.compress.blocksize	500000	2000000
io.mapfile.bloom.error.rate	0.0025	0.01
hadoop.util.hash.type	SKIP	SKIP
ipc.client.idlethreshold	2000	8000
ipc.client.kill.max	1	20
ipc.client.connection.maxidletime	5000	20000
ipc.client.connect.max.retries	1	20
ipc.client.connect.retry.interval	500	2000
ipc.ping.interval	30000	120000
ipc.client.rpc-timeout.ms	1	-1
ipc.maximum.data.length	33554432	134217728
ipc.maximum.response.length	67108864	268435456
hadoop.rpc.socket.factory.class.default	SKIP	SKIP
net.topology.script.file.name	/valid/file1	/valid/file2
net.topology.script.number.args	50	200
net.topology.table.file.name	/valid/file1	/valid/file2
file.stream-buffer-size	2048	8192
file.bytes-per-checksum	256	1024
file.blocksize	33554432	134217728
file.replication	0	2
ftp.bytes-per-checksum	256	1024
ftp.client-write-packet-size	32768	131072
ftp.replication	1	6
tfile.fs.output.buffer.size	131072	524288
tfile.fs.input.buffer.size	131072	524288
hadoop.http.authentication.type	SKIP	SKIP
hadoop.http.authentication.signature.secret.file	/valid/file1	/valid/file2
hadoop.http.authentication.kerberos.principal	HTTP	MUST
hadoop.http.authentication.kerberos.keytab	/valid/file1	/valid/file2
hadoop.http.staticuser.user	xdsuper	samsuper
ha.zookeeper.session-timeout.ms	5000	20000
ha.zookeeper.parent-znode	/valid/file1	/valid/file2
ha.zookeeper.acl	SKIP	SKIP
hadoop.ssl.keystores.factory.class	SKIP	SKIP
hadoop.ssl.server.conf	/valid/file1	/valid/file2
hadoop.ssl.client.conf	/valid/file1	/valid/file2
hadoop.ssl.enabled.protocols	TLSv1	SSLv2Hello
fs.permissions.umask-mode	007	002
ha.health-monitor.rpc-timeout.ms	22500	90000
ha.failover-controller.new-active.rpc-timeout.ms	30000	120000
ha.failover-controller.graceful-fence.rpc-timeout.ms	2500	10000
ha.failover-controller.graceful-fence.connection.retries	0	2
ha.failover-controller.cli-check.rpc-timeout.ms	10000	40000
hadoop.user.group.static.mapping.overrides	SKIP	SKIP
hadoop.security.crypto.cipher.suite	SKIP	SKIP
hadoop.security.crypto.jce.provider	SKIP	SKIP
hadoop.security.crypto.buffer.size	4096	16384
hadoop.security.java.secure.random.algorithm	SKIP	SKIP
hadoop.security.random.device.file.path	/valid/file1	/valid/file2
hadoop.security.kms.client.authentication.retry-count	0	2
hadoop.security.kms.client.encrypted.key.cache.size	250	1000
hadoop.security.kms.client.encrypted.key.cache.expiry	21600000	86400000
hadoop.security.kms.client.failover.sleep.base.millis	50	200
fs.client.htrace.sampler.classes	SKIP	SKIP
hadoop.caller.context.max.size	64	256
hadoop.caller.context.signature.max.size	20	80
